Species,Latitude,Longitude,Year,Citation,Notes,Censor
Eurycea wilderae,35.586806,-83.358182,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.598893,-83.401897,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.598893,-83.401897,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.58855,-83.363814,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.58855,-83.363814,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.58855,-83.363814,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.587268,-83.363961,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.587268,-83.363961,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.587268,-83.363961,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.575883,-83.342859,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.575883,-83.342859,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.575883,-83.342859,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.563234,-83.330475,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.563234,-83.330475,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.563234,-83.330475,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.56338,-83.49851,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.635352,-83.468263,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.642315,-83.506178,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.590626,-83.470199,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.590626,-83.470199,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.598519,-83.413673,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.598891,-83.401945,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.592059,-83.379859,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.592059,-83.379859,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.592059,-83.379859,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.592059,-83.379859,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.592059,-83.379859,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.562561,-83.49788,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.562561,-83.49788,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.594082,-83.391907,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.592729,-83.384516,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.592729,-83.384516,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.590235,-83.370372,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.590235,-83.370372,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.590235,-83.370372,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.590235,-83.370372,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.588627,-83.364057,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.588627,-83.364057,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.588627,-83.364057,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.587088,-83.363984,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.587088,-83.363984,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.586784,-83.358102,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.586784,-83.358102,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.586784,-83.358102,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.586784,-83.358102,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.634023,-83.470308,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.623931,-83.416427,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.607776,-83.437505,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.607776,-83.437505,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.607776,-83.437505,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.600143,-83.408405,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.600143,-83.408405,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.563268,-83.330443,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.563268,-83.330443,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.563268,-83.330443,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.563268,-83.330443,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.635349,-83.468245,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.635349,-83.468245,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.629825,-83.450029,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.629825,-83.450029,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.609895,-83.44812,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.609895,-83.44812,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.609895,-83.44812,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.635349,-83.468245,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.635349,-83.468245,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.590626,-83.470199,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.590626,-83.470199,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.600143,-83.408405,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.587268,-83.363961,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.587088,-83.363984,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.587088,-83.363984,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.575914,-83.342905,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.575914,-83.342905,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.575914,-83.342905,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.629825,-83.450029,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.642315,-83.506178,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.642315,-83.506178,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.642315,-83.506178,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.642315,-83.506178,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.646865,-83.511544,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.673183,-83.525955,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.673183,-83.525955,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.687338,-83.534625,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.609895,-83.44812,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.609895,-83.44812,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.609895,-83.44812,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.566663,-83.478537,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.599341,-83.423418,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.598519,-83.413673,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.592729,-83.384516,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.592729,-83.384516,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.592729,-83.384516,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.592729,-83.384516,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.592729,-83.384516,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.590235,-83.370372,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.590235,-83.370372,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.590235,-83.370372,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.590235,-83.370372,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.502733,-83.298228,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.554089,-83.311083,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.554089,-83.311083,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.554089,-83.311083,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.554089,-83.311083,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.563268,-83.330443,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.563268,-83.330443,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.563268,-83.330443,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.670468,-83.527113,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.600065,-83.408523,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.600065,-83.408523,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.600065,-83.408523,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.600065,-83.408523,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.607825,-83.437681,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.607825,-83.437681,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.607825,-83.437681,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.58995,-83.370719,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.589804,-83.469856,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.589804,-83.469856,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.589804,-83.469856,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.634388,-83.47048,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.640516,-83.484127,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea wilderae,35.616384,-83.420119,2012,Hocking et al. 2020,Supplementary Files,No
Eurycea sosorum,30.264506,-97.769868,2012-2015,Nessien & Bendik 2020,Methods,No
Eurycea tonkawae,30.419018,-97.812708,2012-2015,Nessien & Bendik 2020,Methods,No
Eurycea tonkawae,30.507602,-97.755071,2012-2015,Nessien & Bendik 2020,Methods,No
Eurycea rathbuni,29.868557,-97.968469,,Tovar et al. 2021,Emailed Author,No
Eurycea nana,29.892469,-97.932417,,Tovar et al. 2021,Emailed Author,No
Eurycea sosorum,30.264308,-97.770126,,Tovar et al. 2021,Emailed Author,No
Eurycea cirrigera,37.46017,-83.19218,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.46415,-83.19147,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.4668,-83.1938,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.43873,-83.17313,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.43766,-83.17131,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.0771,-82.99455,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.46175,-83.15868,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.46458,-83.13268,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.4656,-83.11976,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.47329,-83.13427,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.47501,-83.13446,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.47078,-83.15393,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.08632,-82.98456,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.47566,-83.15643,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.45302,-83.15995,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.4871,-83.12101,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.07176,-82.99604,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.49801,-83.14322,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.49702,-83.14438,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.47246,-83.14197,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.42448,-83.18333,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.08876,-82.99012,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.46017,-83.19218,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.46415,-83.19147,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.4668,-83.1938,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.43873,-83.17313,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.43766,-83.17131,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.0771,-82.99455,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.46175,-83.15868,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.46458,-83.13268,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.4656,-83.11976,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.47329,-83.13427,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.47501,-83.13446,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.47078,-83.15393,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.08632,-82.98456,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.47566,-83.15643,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.45302,-83.15995,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.4871,-83.12101,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.07176,-82.99604,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.49864,-83.14162,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.49801,-83.14322,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.49702,-83.14438,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.47246,-83.14197,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.42448,-83.18333,2017,Hutton et al. 2020,Emailed Author,No
Eurycea cirrigera,37.08876,-82.99012,2017,Hutton et al. 2020,Emailed Author,No
Eurycea longicauda,37.4251,-83.17528,2017,Hutton et al. 2020,Emailed Author,No
Eurycea longicauda,37.4656,-83.11976,2017,Hutton et al. 2020,Emailed Author,No
Eurycea longicauda,37.47329,-83.13427,2017,Hutton et al. 2020,Emailed Author,No
Eurycea longicauda,37.49864,-83.14162,2017,Hutton et al. 2020,Emailed Author,No
Eurycea longicauda,37.42448,-83.18333,2017,Hutton et al. 2020,Emailed Author,No
Eurycea longicauda,37.4141,-83.16839,2017,Hutton et al. 2020,Emailed Author,No
Eurycea longicauda,37.4251,-83.17528,2017,Hutton et al. 2020,Emailed Author,No
Eurycea guttolineata,34.127778,-83.809722,2001,Smith & Grossman 2003,Results,No
Eurycea guttolineata,34.1275,-83.801667,2001,Smith & Grossman 2003,Results,No
Eurycea cirrigera,34.127778,-83.809722,2001,Smith & Grossman 2003,Results,No
Eurycea cirrigera,34.1275,-83.801667,2001,Smith & Grossman 2003,Results,No
Eurycea longicauda,35.875,-91.771667,2002,McAllister & Bursey 2004,Methods,No
Eurycea longicauda,35.873333,-91.61,2002,McAllister & Bursey 2004,Methods,No
Eurycea bislineata,39.5626,-79.1117,2010,Castro et al. 2018,Methods,No
Eurycea bislineata,39.6169,-79.0249,2010,Castro et al. 2018,Methods,No
Eurycea bislineata,39.6461,-79.0257,2010,Castro et al. 2018,Methods,No
Eurycea bislineata,39.5553,-79.2166,2010,Castro et al. 2018,Methods,No
Eurycea bislineata,39.7135,-79.3781,2010,Castro et al. 2018,Methods,No
Eurycea bislineata,39.6385,-79.1175,2010,Castro et al. 2018,Methods,No
Eurycea longicauda,37.680517,-89.394861,2012,Hartley et al 2019,Methods,No
Eurycea quadridigitata,31.31124,-84.466222,2008-2009,Mckee et al 2017,DATA ACCESSIBILITY,no
Eurycea quadridigitata,31.278757,-84.540577,2008-2009,Mckee et al 2017,DATA ACCESSIBILITY,no
Eurycea quadridigitata,31.277912,-84.520553,2008-2009,Mckee et al 2017,DATA ACCESSIBILITY,no
Eurycea quadridigitata,31.281699,-84.513964,2008-2009,Mckee et al 2017,DATA ACCESSIBILITY,no
Eurycea quadridigitata,31.291594,-84.469699,2008-2009,Mckee et al 2017,DATA ACCESSIBILITY,no
Eurycea quadridigitata,31.264868,-84.50042,2008-2009,Mckee et al 2017,DATA ACCESSIBILITY,no
Eurycea quadridigitata,31.228311,-84.485903,2008-2009,Mckee et al 2017,DATA ACCESSIBILITY,no
Eurycea quadridigitata,31.271711,-84.507243,2008-2009,Mckee et al 2017,DATA ACCESSIBILITY,no
Eurycea quadridigitata,31.236613,-84.424176,2008-2009,Mckee et al 2017,DATA ACCESSIBILITY,no
Eurycea cirrigera,30.7917,-84.625,2003-2004,Talley at al 2006,Study Site & Methods,no 
Eurycea longicauda,37.680517,-89.394861,2012-2014,Alvino et al 2017,Materials & Methods,no 
Eurycea cirrigera,29.9575,-90.1428,,Wang et al 2017,introduction,no
Eurycea chamberlaini,34.65,-82.71,,Wray et al 2017,Materials & Methods,no
Eurycea chamberlaini,34.65,-82.71,,Wray et al 2017,Materials & Methods,no
Eurycea chamberlaini,34.61,-82.77,,Wray et al 2017,Materials & Methods,no
Eurycea chamberlaini,35.61,-77.37,,Wray et al 2017,Materials & Methods,no
Eurycea chamberlaini,34.65,-82.71,,Wray et al 2017,Materials & Methods,no
Eurycea hillisi,32.51,-85.6,,Wray et al 2017,Materials & Methods,no
Eurycea hillisi,30.73,-85.53,,Wray et al 2017,Materials & Methods,no
Eurycea hillisi,30.43,-85.17,,Wray et al 2017,Materials & Methods,no
Eurycea hillisi,32.43,-85.65,,Wray et al 2017,Materials & Methods,no
Eurycea hillisi,30.45,-85.51,,Wray et al 2017,Materials & Methods,no
Eurycea hillisi,30.45,-85.51,,Wray et al 2017,Materials & Methods,no
Eurycea hillisi,30.45,-85.51,,Wray et al 2017,Materials & Methods,no
Eurycea hillisi,30.45,-85.51,,Wray et al 2017,Materials & Methods,no
Eurycea hillisi,30.45,-85.51,,Wray et al 2017,Materials & Methods,no
Eurycea hillisi,32.51,-85.6,,Wray et al 2017,Materials & Methods,no
Eurycea hillisi,33.12,-84.53,,Wray et al 2017,Materials & Methods,no
Eurycea hillisi,32.65,-84.38,,Wray et al 2017,Materials & Methods,no
Eurycea hillisi,32.7,-84.01,,Wray et al 2017,Materials & Methods,no
Eurycea multiplicata,34.52,-94.99,,Wray et al 2017,Materials & Methods,no
Eurycea paludicola,31.33,-94.22,,Wray et al 2017,Materials & Methods,no
Eurycea paludicola,31.33,-94.22,,Wray et al 2017,Materials & Methods,no
Eurycea paludicola,31.33,-94.22,,Wray et al 2017,Materials & Methods,no
Eurycea paludicola,30.51,-95.09,,Wray et al 2017,Materials & Methods,no
Eurycea paludicola,30.46,-94.74,,Wray et al 2017,Materials & Methods,no
Eurycea paludicola,30.03,-95.26,,Wray et al 2017,Materials & Methods,no
Eurycea paludicola,30.4,-95.15,,Wray et al 2017,Materials & Methods,no
Eurycea paludicola,31.36,-93.73,,Wray et al 2017,Materials & Methods,no
Eurycea paludicola,31.04,-94.28,,Wray et al 2017,Materials & Methods,no
Eurycea paludicola,31.04,-94.28,,Wray et al 2017,Materials & Methods,no
Eurycea paludicola,31.45,-88.97,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.65,-84.25,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.65,-84.25,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.65,-84.25,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.65,-84.25,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.65,-84.25,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.65,-84.25,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.65,-84.25,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.65,-84.25,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.6,-83.89,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,29.84,-82.16,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,29.84,-82.16,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,29.84,-82.16,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,29.84,-82.16,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.36,-84.37,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.58,-83.62,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.59,-84.36,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,33.22,-79.48,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,27.21,-82.24,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,29.08,-81.13,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,31.93,-82.28,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.43,-85.55,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,31.49,-81.85,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,32.39,-81.3,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.65,-82.53,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.95,-83.18,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,31.11,-82.56,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,31.04,-82.88,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,31.04,-82.88,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.54,-85.86,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.54,-85.86,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,31.9,-81.78,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,31.9,-81.78,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,31.9,-81.78,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,31.9,-81.78,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,31.9,-81.78,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.84,-84.01,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.84,-84.01,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.43,-86.77,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.43,-86.77,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,29.92,-84.97,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,31.63,-83.14,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,33.95,-79.98,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,34.39,-79.73,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,34.39,-79.73,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.18,-82.41,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.18,-82.41,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,29.52,-82.22,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.12,-85.02,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.12,-85.02,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.36,-84.68,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.36,-84.68,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.36,-84.68,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.36,-84.68,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,29.44,-81.73,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.64,-81.86,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.64,-81.86,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.64,-81.86,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.52,-85.54,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.52,-85.54,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,33.21,-79.48,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,29.35,-81.73,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,33.15,-79.54,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,29.72,-83.46,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,29.72,-83.46,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.76,-84.02,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.36,-84.68,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.37,-82.4,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,32.49,-81.17,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,33.25,-81.75,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,33.25,-81.75,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,33.27,-81.61,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,33.27,-81.61,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,33.27,-81.61,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,33.26,-81.64,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,33.26,-81.64,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,30.18,-84.68,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,26.91,-81.33,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,26.91,-81.33,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,33.4,-81.9,,Wray et al 2017,Materials & Methods,no
Eurycea quadridigitata,31.52,-83.37,,Wray et al 2017,Materials & Methods,no
Eurycea sphagnicola,30.84,-86.94,,Wray et al 2017,Materials & Methods,no
Eurycea sphagnicola,30.84,-86.94,,Wray et al 2017,Materials & Methods,no
Eurycea sphagnicola,30.84,-86.94,,Wray et al 2017,Materials & Methods,no
Eurycea sphagnicola,31.05,-88.19,,Wray et al 2017,Materials & Methods,no
Eurycea sphagnicola,31.05,-88.19,,Wray et al 2017,Materials & Methods,no
Eurycea sphagnicola,31.05,-88.19,,Wray et al 2017,Materials & Methods,no
Eurycea sphagnicola,31.05,-88.19,,Wray et al 2017,Materials & Methods,no
